生产车间,样品编号,品种等级,供应单位,批号,取样日期,检测日期,取样基数(t),取样人,样品到期处理日期,样品到期处理人,样品到期处理批准人,细度(%),密度(g/cm3),比表面积(m2/kg),标准稠度用水量(%),安定性,初凝,终凝,抗压3d,抗压28d,抗折3d,抗折28d,报告日期,备注,检测人,录入时间
建工葆晟,026111800006,P·O42.5R,重庆戈鹰物资有限公司,10A-8,2018-01-07 14:03:01,2018-01-09 00:00:00,447.49,黄焮,2018-03-01 10:12:51,黄焮,黄焮,,,,26,合格,170,228,27.9,49.6,6,7.4,2018-02-07 00:00:00,,谭美付,2018-02-07 10:00:44
建工葆晟,026111800007,P·O42.5R,重庆戈鹰物资有限公司,10A-9,2018-01-09 17:18:59,2018-01-16 00:00:00,447.12,黄焮,2018-03-01 10:12:52,黄焮,黄焮,,,,27,合格,130,206,30.3,,5.4,7.8,2018-02-14 00:00:00,,杨勇,2018-02-16 11:13:03
建工葆晟,026111800008,P·O42.5R,重庆戈鹰物资有限公司,10A-12,2018-01-12 02:54:02,2018-01-16 00:00:00,432.76,黄焮,2018-03-01 10:12:54,黄焮,黄焮,,,,27,合格,163,230,31.4,,5.8,8.6,2018-02-14 00:00:00,,杨勇,2018-02-16 11:13:44
建工葆晟,026111800009,P·O42.5R,重庆戈鹰物资有限公司,10A-13,2018-01-13 01:16:36,2018-01-16 00:00:00,442.6,黄焮,2018-03-01 10:12:55,黄焮,黄焮,,,,26,合格,125,207,28.1,,5.4,8.4,2018-02-14 00:00:00,,杨勇,2018-02-16 11:14:14
建工葆晟,026111800010,P·O42.5R,重庆戈鹰物资有限公司,10A-14,2018-01-13 22:53:14,2018-01-16 00:00:00,470.51,黄焮,2018-03-01 10:12:57,黄焮,黄焮,,,,26,合格,151,231,25.4,,5.2,8.3,2018-02-14 00:00:00,,杨勇,2018-02-16 11:14:35
建工葆晟,026111800011,P·O42.5R,重庆戈鹰物资有限公司,10A-15,2018-01-15 00:48:37,2018-01-16 00:00:00,466.28,黄焮,2018-03-01 10:12:59,黄焮,黄焮,,,,27,合格,171,217,26.9,,5.7,8.7,2018-02-14 00:00:00,,杨勇,2018-02-16 11:14:54
建工葆晟,026111800012,P·O42.5R,重庆戈鹰物资有限公司,10A-16,2018-01-15 18:39:31,2018-01-16 00:00:00,462.77,黄焮,2018-03-01 10:13:04,黄焮,黄焮,,,,26,合格,153,204,24.5,,4.9,8.4,2018-02-14 00:00:00,,杨勇,2018-02-16 11:12:08
建工葆晟,026111800013,P·O42.5R,重庆戈鹰物资有限公司,/,2018-01-18 03:44:17,2018-01-24 00:00:00,501.66,黄焮,2018-03-01 10:13:08,黄焮,黄焮,,,,25,合格,142,234,28.5,56.6,5.3,8.4,2018-02-22 00:00:00,,谭美付,2018-02-21 14:31:49
建工葆晟,026111800014,P·O42.5R,重庆戈鹰物资有限公司,2018123,2018-01-23 09:53:56,2018-01-30 00:00:00,449.08,黄焮,,,,,,,26,合格,134,218,25,,5.2,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:08:27
建工葆晟,026111800015,P·O42.5R,重庆戈鹰物资有限公司,/,2018-01-24 05:28:18,2018-01-30 00:00:00,465.71,黄焮,,,,,,,28,合格,149,202,25.8,,6,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:09:30
建工葆晟,026111800016,P·O42.5R,重庆戈鹰物资有限公司,10A-26,2018-01-25 01:22:16,2018-01-30 00:00:00,491.16,黄焮,,,,,,,26,合格,156,219,26.9,,5.5,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:11:05
建工葆晟,026111800017,P·O42.5R,重庆戈鹰物资有限公司,10A-26,2018-01-25 17:17:57,2018-01-30 00:00:00,436.32,黄焮,,,,,,,27,合格,166,225,26.7,,5.5,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:12:38
建工葆晟,026111800018,P·O42.5R,重庆戈鹰物资有限公司,10A-28,2018-01-27 18:03:50,2018-01-30 00:00:00,436.97,黄焮,,,,,,,27,合格,161,196,25.9,,5.6,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:14:17
建工葆晟,026111800019,P·O42.5R,重庆戈鹰物资有限公司,/,2018-01-29 23:49:00,2018-01-30 00:00:00,461.25,黄焮,,,,,,,28,合格,126,202,26.8,,4.8,,2018-02-28 00:00:00,,杨勇,2018-02-02 16:16:15
建工葆晟,026111800020,P·O42.5R,重庆戈鹰物资有限公司,10A-31,2018-01-30 19:31:10,2018-02-06 00:00:00,499.01,黄焮,,,,,,,27,合格,172,222,33.4,54.7,5.8,8.6,,,杨勇,2018-03-06 15:34:20
建工葆晟,026111800021,P·O42.5R,重庆戈鹰物资有限公司,10A-33,2018-01-31 15:51:55,2018-02-06 00:00:00,462.58,黄焮,,,,,,,29,合格,163,231,34.2,-1,6,8.4,,,杨勇,2018-03-06 15:39:14
建工葆晟,026111800022,P·O42.5R,重庆戈鹰物资有限公司,10A-34,2018-02-01 19:28:34,2018-02-06 00:00:00,444.39,黄焮,,,,,,,27,合格,154,191,34.2,41.8,5.8,8.6,,,杨勇,2018-03-06 15:41:00
建工葆晟,026111800023,P·O42.5R,重庆戈鹰物资有限公司,10A-35,2018-02-02 13:19:00,2018-02-06 00:00:00,441.65,黄焮,,,,,,,27,合格,171,230,33,44.1,6,8.4,,,杨勇,2018-03-06 15:43:07
建工葆晟,026111800024,P·O42.5R,重庆戈鹰物资有限公司,10A-38,2018-02-04 16:40:55,2018-02-06 00:00:00,430.58,黄焮,,,,,,,25,合格,165,199,31.4,43.5,5.3,7.9,,,杨勇,2018-03-06 15:45:04
建工葆晟,026111800025,P·O42.5R,重庆戈鹰物资有限公司,10A-39,2018-02-05 16:58:08,2018-02-06 00:00:00,488.87,黄焮,,,,,,,26,合格,159,203,31.7,49.1,6.3,8.2,,,杨勇,2018-03-06 15:48:05
建工葆晟,026111800026,P·O42.5R,重庆戈鹰物资有限公司,10A-40,2018-02-06 06:06:34,2018-02-06 00:00:00,483.47,黄焮,,,,,,,27,合格,124,195,30.4,45.2,5.4,8.4,,,杨勇,2018-03-06 15:48:49
建工葆晟,026111800027,P·O42.5R,重庆戈鹰物资有限公司,10A-42,2018-02-07 09:24:58,2018-02-13 00:00:00,454.36,黄焮,,,,,,,25,合格,147,222,35.2,47.8,6.8,8.5,,,杨勇,2018-03-13 16:47:28
建工葆晟,026111800028,P·O42.5R,重庆戈鹰物资有限公司,10A-45,2018-02-08 21:03:44,2018-02-13 00:00:00,440.57,黄焮,,,,,,,28,合格,161,218,33.7,51.9,7,8.8,,,杨勇,2018-03-13 16:49:01
建工葆晟,026111800029,P·O42.5R,重庆戈鹰物资有限公司,10A-46,2018-02-09 14:24:59,2018-02-13 00:00:00,484.39,黄焮,,,,,,,28,合格,121,229,31.5,48.2,6.3,9.1,,,杨勇,2018-03-13 16:54:20
建工葆晟,026111800030,P·O42.5R,重庆戈鹰物资有限公司,20180210,2018-02-10 13:06:27,2018-02-13 00:00:00,451.17,黄焮,,,,,,,26,合格,161,221,31.9,49.6,6.1,9.2,,,杨勇,2018-03-13 16:56:07
建工葆晟,026111800031,,重庆戈鹰物资有限公司,,2018-03-03 20:36:23,,564.92,黄焮,,,,,,,,,,,,,,,,,,
回龙坝站,041111800001,P·O42.5R,重庆戈鹰物资有限公司,10A-1,2018-01-01 18:30:10,2018-01-02 00:00:00,507.22,邓孝容,2018-03-02 14:55:50,邓孝容,邓孝容,,,,27,合格,163,197,,,,,2018-01-31 00:00:00,,冷莉,2018-03-02 15:38:08
回龙坝站,041111800002, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-1,2018-01-02 00:44:23,2018-01-03 00:00:00,526.66,邓孝容,2018-03-02 14:55:48,邓孝容,邓孝容,,,,25,合格,175,206,,,,,2018-02-01 00:00:00,,冷莉,2018-03-02 15:38:44
回龙坝站,041111800003,P·O42.5R,重庆小南海水泥厂,散装008#,2018-01-02 04:51:17,2018-01-03 00:00:00,494.84,邓孝容,2018-03-02 14:55:52,邓孝容,邓孝容,,,,25,合格,126,224,,,,,2018-02-01 00:00:00,,冷莉,2018-03-02 15:07:02
回龙坝站,041111800004,P·O42.5R,重庆小南海水泥厂,散装018#,2018-01-03 11:19:25,2018-01-04 00:00:00,510.78,邓孝容,2018-03-02 14:55:53,邓孝容,邓孝容,,,,27,合格,152,210,,,,,2018-02-02 00:00:00,,冷莉,2018-03-02 15:08:28
回龙坝站,041111800005,P·O42.5R,重庆小南海水泥厂,散装028#,2018-01-04 20:50:32,2018-01-05 00:00:00,520.56,邓孝容,2018-03-02 14:55:55,邓孝容,邓孝容,,,,26,合格,148,190,,,,,2018-02-03 00:00:00,,冷莉,2018-03-02 15:08:58
回龙坝站,041111800006,P·O42.5R,重庆小南海水泥厂,散装040#,2018-01-06 10:13:47,2018-01-07 00:00:00,504.08,邓孝容,2018-03-02 14:55:57,邓孝容,邓孝容,,,,27,合格,172,204,21.7,45.8,5.7,8.4,2018-02-05 00:00:00,,冷莉,2018-03-02 15:10:30
回龙坝站,041111800007, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-1,2018-01-06 17:08:41,2018-01-07 00:00:00,495.42,邓孝容,2018-03-02 14:55:58,邓孝容,邓孝容,,,,26,合格,146,201,19.1,43.3,5,8.9,2018-02-05 00:00:00,,冷莉,2018-03-02 15:39:18
回龙坝站,041111800008,P·O42.5R,重庆戈鹰物资有限公司,10A-8,2018-01-07 20:51:05,2018-01-08 00:00:00,530.52,邓孝容,2018-03-02 14:55:59,邓孝容,邓孝容,,,,26,合格,151,200,19.1,43.1,4.9,8.4,2018-02-06 00:00:00,,冷莉,2018-03-02 15:40:01
回龙坝站,041111800009,P·O42.5R,重庆小南海水泥厂,散装048#,2018-01-08 06:41:44,2018-01-09 00:00:00,514.74,邓孝容,2018-03-02 14:56:00,邓孝容,邓孝容,,,,27,合格,171,208,,,,,2018-02-07 00:00:00,,冷莉,2018-03-02 15:11:45
回龙坝站,041111800010,P·O42.5R,重庆小南海水泥厂,散装056#,2018-01-09 02:47:38,2018-01-10 00:00:00,488.14,邓孝容,2018-03-02 14:56:02,邓孝容,邓孝容,,,,26,合格,161,211,,,,,2018-02-08 00:00:00,,冷莉,2018-03-02 15:12:42
回龙坝站,041111800011,P·O42.5R,重庆小南海水泥厂,散装064#,2018-01-10 13:21:17,2018-01-11 00:00:00,516.7,邓孝容,2018-03-02 14:56:04,邓孝容,邓孝容,,,,25,合格,121,234,,,,,2018-02-09 00:00:00,,冷莉,2018-03-02 15:13:03
回龙坝站,041111800012,P·O42.5R,重庆小南海水泥厂,散装080#,2018-01-12 15:16:46,2018-01-13 00:00:00,524.54,邓孝容,2018-03-02 14:56:03,邓孝容,邓孝容,,,,27,合格,150,201,,,,,2018-02-11 00:00:00,,冷莉,2018-03-02 15:13:31
回龙坝站,041111800013, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-1,2018-01-12 22:05:59,2018-01-13 00:00:00,493.88,邓孝容,2018-03-02 14:56:06,邓孝容,邓孝容,,,,28,合格,127,213,,,,,2018-02-11 00:00:00,,冷莉,2018-03-02 15:41:20
回龙坝站,041111800014,P·O42.5R,重庆戈鹰物资有限公司,10A-13,2018-01-12 22:56:19,2018-01-13 00:00:00,494.8,邓孝容,2018-03-02 14:56:07,邓孝容,邓孝容,,,,28,合格,133,194,,,,,2018-02-11 00:00:00,,冷莉,2018-03-02 15:42:04
回龙坝站,041111800015,P·O42.5R,重庆小南海水泥厂,散装094#,2018-01-14 01:53:14,2018-01-15 00:00:00,495.24,邓孝容,2018-03-02 14:56:09,邓孝容,邓孝容,,,,28,合格,153,210,,,,,2018-02-13 00:00:00,,冷莉,2018-03-02 15:14:38
回龙坝站,041111800016, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-2,2018-01-14 11:15:34,2018-01-15 00:00:00,523.14,邓孝容,2018-03-02 14:56:58,邓孝容,邓孝容,,,,26,合格,122,204,,,,,2018-02-13 00:00:00,,冷莉,2018-03-02 15:44:37
回龙坝站,041111800017,P·O42.5R,重庆戈鹰物资有限公司,10A-13,2018-01-14 15:40:00,2018-01-15 00:00:00,515.38,邓孝容,2018-03-02 14:56:59,邓孝容,邓孝容,,,,28,合格,127,208,,,,,2018-02-13 00:00:00,,冷莉,2018-03-02 15:45:05
回龙坝站,041111800018,P·O42.5R,重庆小南海水泥厂,散装106#,2018-01-15 13:39:32,2018-01-16 00:00:00,521.12,邓孝容,2018-03-02 14:57:01,邓孝容,邓孝容,,,,28,合格,146,200,,,,,2018-02-14 00:00:00,,冷莉,2018-03-02 15:15:04
回龙坝站,041111800019,P·O42.5R,重庆小南海水泥厂,散装112#,2018-01-16 13:22:10,2018-01-17 00:00:00,487.32,邓孝容,2018-03-02 14:57:00,邓孝容,邓孝容,,,,26,合格,155,226,,,,,2018-02-15 00:00:00,,冷莉,2018-03-02 15:15:36
回龙坝站,041111800020,P·O42.5R,重庆戈鹰物资有限公司,10A-17,2018-01-16 18:24:37,2018-01-17 00:00:00,522.58,邓孝容,2018-03-02 14:57:02,邓孝容,邓孝容,,,,27,合格,160,211,,,,,2018-02-15 00:00:00,,冷莉,2018-03-02 15:45:50
回龙坝站,041111800021,P·O42.5R,重庆戈鹰物资有限公司,10A-19,2018-01-18 09:01:01,2018-01-19 00:00:00,531.5,邓孝容,2018-03-02 14:57:03,邓孝容,邓孝容,,,,28,合格,128,209,26.5,45.3,6.4,8.4,2018-02-17 00:00:00,,冷莉,2018-03-02 15:46:46
回龙坝站,041111800022,P·O42.5R,重庆小南海水泥厂,散装128#,2018-01-18 11:01:18,2018-01-19 00:00:00,485.74,邓孝容,2018-03-02 14:57:04,邓孝容,邓孝容,,,,26,合格,120,220,,,,,2018-02-17 00:00:00,,冷莉,2018-03-02 15:16:25
回龙坝站,041111800023, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-2,2018-01-18 16:09:24,2018-01-19 00:00:00,506.1,邓孝容,2018-03-02 14:57:05,邓孝容,邓孝容,,,,26,合格,168,194,,,,,2018-02-17 00:00:00,,冷莉,2018-03-02 15:47:35
回龙坝站,041111800024,P·O42.5R,重庆戈鹰物资有限公司,10A-21,2018-01-20 15:06:12,2018-01-21 00:00:00,493.26,邓孝容,2018-03-02 14:57:06,邓孝容,邓孝容,,,,26,合格,143,212,,,,,2018-02-19 00:00:00,,冷莉,2018-03-02 15:48:13
回龙坝站,041111800025,P·O42.5R,重庆小南海水泥厂,散装152#,2018-01-21 13:29:52,2018-01-22 00:00:00,525.96,邓孝容,2018-03-02 14:57:08,邓孝容,邓孝容,,,,27,合格,138,234,,,,,2018-02-20 00:00:00,,冷莉,2018-03-02 15:17:06
回龙坝站,041111800026,P·O42.5R,重庆戈鹰物资有限公司,10A-23,2018-01-22 19:46:41,2018-01-23 00:00:00,524.3,邓孝容,2018-03-07 09:15:43,邓孝容,邓孝容,,,,28,合格,130,228,,,,,2018-02-21 00:00:00,,冷莉,2018-03-02 15:48:45
回龙坝站,041111800027, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-2,2018-01-23 16:03:00,2018-01-24 00:00:00,487.84,邓孝容,2018-03-07 09:15:45,邓孝容,邓孝容,,,,27,合格,166,216,,,,,2018-02-22 00:00:00,,冷莉,2018-03-02 15:49:57
回龙坝站,041111800028,P·O42.5R,重庆戈鹰物资有限公司,10A-24,2018-01-23 20:58:43,2018-01-24 00:00:00,538.96,邓孝容,2018-03-07 09:15:51,邓孝容,邓孝容,,,,27,合格,149,204,,,,,2018-02-22 00:00:00,,冷莉,2018-03-02 15:50:49
回龙坝站,041111800029,P·O42.5R,重庆小南海水泥厂,散装170#,2018-01-24 05:56:20,2018-01-25 00:00:00,508.04,邓孝容,2018-03-07 09:15:52,邓孝容,邓孝容,,,,26,合格,164,227,,,,,2018-02-23 00:00:00,,冷莉,2018-03-02 15:18:01
回龙坝站,041111800030,P·O42.5R,重庆小南海水泥厂,散装180#,2018-01-25 10:17:47,2018-01-26 00:00:00,495.96,邓孝容,2018-03-07 09:15:53,邓孝容,邓孝容,,,,26,合格,162,210,,,,,2018-02-24 00:00:00,,冷莉,2018-03-02 15:19:02
回龙坝站,041111800031, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-3,2018-01-25 15:58:45,2018-01-26 00:00:00,492.76,邓孝容,2018-03-07 09:15:54,邓孝容,邓孝容,,,,28,合格,135,215,29.1,43.4,5.2,8.3,2018-02-24 00:00:00,,冷莉,2018-03-02 15:51:08
回龙坝站,041111800032,P·O42.5R,重庆小南海水泥厂,散装192#,2018-01-26 20:25:58,2018-01-27 00:00:00,514.04,邓孝容,2018-03-13 12:38:09,邓孝容,邓孝容,,,,27,合格,164,205,30.8,47,5.4,8.6,2018-02-25 00:00:00,,冷莉,2018-03-02 15:19:48
回龙坝站,041111800033,P·O42.5R,重庆小南海水泥厂,散装196#,2018-01-27 22:29:11,2018-01-28 00:00:00,487.98,邓孝容,2018-03-13 12:38:10,邓孝容,邓孝容,,,,28,合格,151,195,,,,,2018-02-26 00:00:00,,冷莉,2018-03-02 15:20:18
回龙坝站,041111800034, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-3,2018-01-28 17:53:21,2018-01-29 00:00:00,549.36,邓孝容,2018-03-13 12:38:11,邓孝容,邓孝容,,,,28,合格,156,204,,,,,2018-02-27 00:00:00,,冷莉,2018-03-02 15:51:48
回龙坝站,041111800035,P·O42.5R,重庆小南海水泥厂,散装210#,2018-01-29 11:31:32,2018-01-30 00:00:00,504.52,邓孝容,2018-03-13 12:38:12,邓孝容,邓孝容,,,,28,合格,164,197,,,,,2018-02-28 00:00:00,,冷莉,2018-03-02 15:21:32
回龙坝站,041111800036,P·O42.5R,重庆小南海水泥厂,散装218#,2018-01-30 10:58:16,2018-01-31 00:00:00,525.86,邓孝容,2018-03-13 12:38:14,邓孝容,邓孝容,,,,25,合格,163,200,,,,,2018-03-01 00:00:00,,冷莉,2018-03-02 15:22:48
回龙坝站,041111800037,P·O42.5R,重庆小南海水泥厂,散装226#,2018-01-31 07:27:26,2018-02-01 00:00:00,536.58,邓孝容,2018-03-13 12:38:15,邓孝容,邓孝容,,,,27,合格,137,208,,,,,2018-03-02 00:00:00,,冷莉,2018-03-02 15:23:42
回龙坝站,041111800038, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-5,2018-01-31 23:11:44,2018-02-01 00:00:00,491.46,邓孝容,2018-03-13 12:38:16,邓孝容,邓孝容,,,,28,合格,142,197,,,,,2018-03-02 00:00:00,,冷莉,2018-03-02 15:52:38
回龙坝站,041111800039,P·O42.5R,重庆小南海水泥厂,散装230#,2018-02-01 07:22:15,2018-02-02 00:00:00,536.04,邓孝容,2018-03-13 12:38:17,邓孝容,邓孝容,,,,26,合格,162,222,,,,,2018-03-03 00:00:00,,冷莉,2018-03-02 15:24:37
回龙坝站,041111800040,P·O42.5R,重庆小南海水泥厂,散装246#,2018-02-03 06:50:50,2018-02-04 00:00:00,502.4,邓孝容,2018-03-16 09:09:20,邓孝容,邓孝容,,,,27,合格,154,233,,,,,2018-03-05 00:00:00,,冷莉,2018-04-03 10:37:43
回龙坝站,041111800041,P·O42.5R,重庆小南海水泥厂,散装256#,2018-02-04 13:15:18,2018-02-05 00:00:00,523.22,邓孝容,2018-03-22 13:48:22,邓孝容,邓孝容,,,,28,合格,139,225,,,,,2018-03-06 00:00:00,,冷莉,2018-04-03 10:38:11
回龙坝站,041111800042,P·O42.5R,重庆戈鹰物资有限公司,10A-39,2018-02-04 14:56:01,2018-02-05 00:00:00,525.06,邓孝容,2018-03-22 13:48:23,邓孝容,邓孝容,,,,26,合格,146,222,,,,,2018-03-06 00:00:00,,冷莉,2018-04-03 10:44:15
回龙坝站,041111800043,P·O42.5R,重庆戈鹰物资有限公司,10A-39,2018-02-05 02:35:36,2018-02-06 00:00:00,482.12,邓孝容,2018-03-22 13:48:25,邓孝容,邓孝容,,,,25,合格,159,197,,,,,2018-03-07 00:00:00,,冷莉,2018-04-03 10:44:58
回龙坝站,041111800044,P·O42.5R,重庆小南海水泥厂,散装262#,2018-02-05 11:42:02,2018-02-06 00:00:00,491.44,邓孝容,2018-03-22 13:48:26,邓孝容,邓孝容,,,,27,合格,157,215,,,,,2018-03-07 00:00:00,,冷莉,2018-04-03 10:38:32
回龙坝站,041111800045, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-4,2018-02-05 14:08:00,2018-02-06 00:00:00,504.46,邓孝容,2018-03-22 13:48:27,邓孝容,邓孝容,,,,26,合格,151,201,,,,,2018-03-07 00:00:00,,冷莉,2018-04-03 10:45:21
回龙坝站,041111800046,P·O42.5R,重庆戈鹰物资有限公司,10A-41,2018-02-06 23:26:12,2018-02-07 00:00:00,520.6,邓孝容,2018-03-22 13:48:28,邓孝容,邓孝容,,,,25,合格,154,197,,,,,2018-03-08 00:00:00,,冷莉,2018-04-03 10:45:45
回龙坝站,041111800047,P·O42.5R,重庆戈鹰物资有限公司,10A-44,2018-02-08 01:38:32,2018-02-09 00:00:00,497.42,金超,2018-03-22 13:48:29,邓孝容,邓孝容,,,,25,合格,139,223,,,,,2018-03-10 00:00:00,,冷莉,2018-04-03 10:46:19
回龙坝站,041111800048,P·O42.5R,重庆小南海水泥厂,散装286#,2018-02-08 11:45:26,2018-02-09 00:00:00,482.06,金超,2018-03-22 13:48:31,邓孝容,邓孝容,,,,28,合格,142,234,,,,,2018-03-10 00:00:00,,冷莉,2018-04-03 10:39:17
回龙坝站,041111800049,P·O42.5R,重庆戈鹰物资有限公司,10A-44,2018-02-08 23:33:00,2018-02-09 00:00:00,493.74,邓孝容,2018-03-22 13:48:32,邓孝容,邓孝容,,,,27,合格,149,198,,,,,2018-03-10 00:00:00,,冷莉,2018-04-03 10:46:42
回龙坝站,041111800050,P·O42.5R,重庆戈鹰物资有限公司,10A-46,2018-02-09 23:10:59,2018-02-10 00:00:00,501.42,邓孝容,2018-03-22 13:48:33,邓孝容,邓孝容,,,,26,合格,151,201,,,,,2018-03-11 00:00:00,,冷莉,2018-04-03 10:47:21
回龙坝站,041111800051, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-5,2018-02-10 10:54:49,2018-02-11 00:00:00,518.04,邓孝容,2018-03-22 13:48:34,邓孝容,邓孝容,,,,27,合格,135,197,,,,,2018-03-12 00:00:00,,冷莉,2018-04-03 10:48:39
回龙坝站,041111800052,P·O42.5R,重庆小南海水泥厂,散装304#,2018-02-10 22:58:43,2018-02-11 00:00:00,485.34,邓孝容,2018-04-07 08:52:50,邓孝容,邓孝容,,,,27,合格,132,214,,,,,2018-03-12 00:00:00,,冷莉,2018-04-03 10:39:53
回龙坝站,041111800053,P·O42.5R,重庆戈鹰物资有限公司,10A-49,2018-02-11 00:44:30,2018-02-12 00:00:00,544.38,邓孝容,2018-04-07 08:52:51,邓孝容,邓孝容,,,,26,合格,164,201,,,,,2018-03-13 00:00:00,,冷莉,2018-04-03 10:49:36
回龙坝站,041111800054, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-5,2018-02-28 13:30:04,2018-03-01 00:00:00,518.48,邓孝容,2018-04-16 16:18:26,陈亮,陈亮,,,,25,合格,141,232,25.8,,5.7,,2018-03-30 00:00:00,,冷莉,2018-04-03 10:42:35
回龙坝站,041111800055,P·O42.5R,重庆戈鹰物资有限公司,10A-51,2018-03-02 23:02:35,2018-03-03 00:00:00,495.98,邓孝容,2018-04-16 16:18:27,陈亮,陈亮,,,,26,合格,143,199,26.4,,6.6,,2018-04-01 00:00:00,,冷莉,2018-04-19 15:31:08
回龙坝站,041111800056,P·O42.5R,重庆小南海水泥厂,324#,2018-03-04 03:49:31,2018-03-06 00:00:00,511.62,邓孝容,2018-04-16 16:18:28,陈亮,陈亮,,,,26,合格,162,201,43.3,,8.1,,2018-04-04 00:00:00,,李培春,2018-03-09 14:17:22
回龙坝站,041111800057,P·O42.5R,重庆小南海水泥厂,散装342#,2018-03-08 07:11:43,2018-03-09 00:00:00,496.34,邓孝容,2018-05-17 17:15:32,邓孝容,邓孝容,,,,26,合格,128,208,,,,,2018-04-07 00:00:00,,冷莉,2018-04-19 15:34:43
回龙坝站,041111800058,P·O42.5R,重庆小南海水泥厂,散装352#,2018-03-09 21:54:17,2018-03-10 00:00:00,520.8,邓孝容,2018-05-17 17:16:30,陈亮,邓孝容,,,,26,合格,142,193,,,,,2018-04-08 00:00:00,,冷莉,2018-04-19 15:35:49
回龙坝站,041111800059, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-6,2018-03-10 15:41:15,2018-03-11 00:00:00,489.16,邓孝容,2018-05-17 17:15:19,陈亮,邓孝容,,,,27,合格,160,199,25.8,,6.5,,2018-04-09 00:00:00,,冷莉,2018-04-19 15:32:34
回龙坝站,041111800060,P·O42.5R,重庆小南海水泥厂,散装360#,2018-03-11 07:05:59,2018-03-12 00:00:00,541.9,邓孝容,2018-05-17 17:15:38,陈亮,邓孝容,,,,26,合格,136,208,,,,,2018-04-10 00:00:00,,冷莉,2018-04-19 15:36:22
回龙坝站,041111800061,P·O42.5R,重庆小南海水泥厂,散装368#,2018-03-12 13:28:38,2018-03-13 00:00:00,486.12,邓孝容,2018-05-17 17:15:40,陈亮,邓孝容,,,,28,合格,136,202,29.4,,6.2,,2018-04-11 00:00:00,,冷莉,2018-04-19 15:37:02
回龙坝站,041111800062,P·O42.5R,重庆小南海水泥厂,散装382#,2018-03-14 12:22:17,2018-03-15 00:00:00,495.48,邓孝容,2018-05-17 17:15:41,陈亮,邓孝容,,,,28,合格,166,214,29.3,,6.7,,2018-04-13 00:00:00,,冷莉,2018-04-19 15:37:31
回龙坝站,041111800063,P·O42.5R,重庆小南海水泥厂,散装388#,2018-03-15 13:26:50,2018-03-16 00:00:00,492.86,邓孝容,2018-05-17 17:15:43,陈亮,邓孝容,,,,28,合格,123,196,,,,,2018-04-14 00:00:00,,冷莉,2018-04-19 15:38:05
回龙坝站,041111800064,P·O42.5R,重庆小南海水泥厂,散装392#,2018-03-16 21:56:01,2018-03-17 00:00:00,489.54,邓孝容,2018-05-17 17:15:44,陈亮,邓孝容,,,,26,合格,132,210,,,,,2018-04-15 00:00:00,,冷莉,2018-05-18 09:45:58
回龙坝站,041111800065,P·O42.5R,重庆小南海水泥厂,散装412#,2018-03-18 06:02:59,2018-03-19 00:00:00,498.52,邓孝容,2018-05-17 17:15:45,陈亮,邓孝容,,,,25,合格,126,197,,,,,2018-04-17 00:00:00,,冷莉,2018-05-18 09:46:25
回龙坝站,041111800066,P·O42.5R,重庆小南海水泥厂,散装416#,2018-03-19 11:18:33,2018-03-20 00:00:00,498.66,邓孝容,2018-05-17 17:15:46,陈亮,邓孝容,,,,27,合格,166,233,,,,,2018-04-18 00:00:00,,冷莉,2018-05-18 09:47:56
回龙坝站,041111800067,P·O42.5R,重庆小南海水泥厂,散装422#,2018-03-20 14:34:23,2018-03-21 00:00:00,517.02,邓孝容,2018-05-17 17:15:47,陈亮,邓孝容,,,,26,合格,126,229,,,,,2018-04-19 00:00:00,,冷莉,2018-05-18 10:07:28
回龙坝站,041111800068, P·O42.5（低碱）,重庆建工集团物流有限公司,9B-6,2018-03-21 12:04:31,2018-03-27 00:00:00,518.54,邓孝容,2018-05-17 17:15:49,陈亮,邓孝容,,,,25,合格,163,228,29.1,43.1,6.5,9,2018-04-25 00:00:00,,陈亮,2018-04-24 14:39:50
回龙坝站,041111800069,P·O42.5R,重庆小南海水泥厂,散装434#,2018-03-21 14:06:45,2018-03-22 00:00:00,543.44,邓孝容,2018-05-17 17:15:50,陈亮,邓孝容,,,,26,合格,148,200,,,,,2018-04-20 00:00:00,,冷莉,2018-05-18 09:57:01
