生产车间,样品编号,品种等级,供应单位,批号,取样日期,检测日期,取样基数(t),取样人,样品到期处理日期,样品到期处理人,样品到期处理批准人,细度(%),密度(g/cm3),比表面积(m2/kg),标准稠度用水量(%),安定性,初凝,终凝,抗压3d,抗压28d,抗折3d,抗折28d,报告日期,备注,检测人,录入时间
南海站,042111800030,P·O42.5R,重庆小南海水泥厂,散装262,2018-02-05 11:07:10,2018-02-05 00:00:00,477.57,王逸涵,2018-03-28 11:46:55,蒋贵川,王逸涵,,,,26,合格,174,213,28.5,43.5,6.1,7.9,2018-03-06 00:00:00,,潘洪,2018-03-29 08:58:26
南海站,042111800031,P·O42.5R,重庆小南海水泥厂,散装272,2018-02-06 08:21:37,2018-02-06 00:00:00,481.78,王逸涵,2018-03-28 11:46:53,蒋贵川,王逸涵,,,,28,合格,138,190,,,,,2018-03-07 00:00:00,,潘洪,2018-03-29 08:58:53
南海站,042111800032,P·O42.5R,重庆小南海水泥厂,散装276,2018-02-07 04:13:14,2018-02-07 00:00:00,497.21,王逸涵,2018-03-28 11:46:52,蒋贵川,王逸涵,,,,28,合格,138,231,,,,,2018-03-08 00:00:00,,潘洪,2018-03-29 08:59:17
南海站,042111800033,P·O42.5R,重庆小南海水泥厂,散装284,2018-02-08 07:22:56,2018-02-08 00:00:00,508.15,王逸涵,2018-03-28 11:46:51,蒋贵川,王逸涵,,,,28,合格,126,213,,,,,2018-03-09 00:00:00,,潘洪,2018-03-29 08:59:48
南海站,042111800034,P·O42.5R,重庆小南海水泥厂,散装292,2018-02-09 08:22:40,2018-02-09 00:00:00,527.52,王逸涵,2018-03-28 11:46:49,蒋贵川,王逸涵,,,,28,合格,139,225,,,,,2018-03-10 00:00:00,,潘洪,2018-03-29 09:00:08
南海站,042111800035,P·O42.5R,重庆小南海水泥厂,散装300,2018-02-10 04:44:50,2018-02-10 00:00:00,538.42,王逸涵,2018-03-28 11:46:47,蒋贵川,王逸涵,,,,27,合格,161,215,,,,,2018-03-11 00:00:00,,潘洪,2018-04-02 14:32:51
南海站,042111800036,P·O42.5R,重庆小南海水泥厂,散装326,2018-03-03 12:18:16,2018-03-03 00:00:00,472.64,王逸涵,2018-05-24 17:27:59,彭川,王逸涵,,,,25,合格,149,227,,,,,2018-04-01 00:00:00,,潘洪,2018-05-03 17:14:31
南海站,042111800037,P·O42.5R,重庆小南海水泥厂,散装330,2018-03-05 09:30:47,2018-03-05 00:00:00,457.5,王逸涵,2018-05-24 17:28:01,彭川,王逸涵,,,,26,合格,130,240,-1,41.6,6.1,7.8,2018-04-03 00:00:00,,潘洪,2018-05-03 17:14:56
南海站,042111800038,P·O42.5R,重庆小南海水泥厂,散装332,2018-03-07 11:08:22,2018-03-07 00:00:00,466.46,王逸涵,2018-05-24 17:28:02,彭川,王逸涵,,,,28,合格,156,216,,,,,2018-04-05 00:00:00,,潘洪,2018-05-03 17:15:16
南海站,042111800039,P·O42.5R,重庆小南海水泥厂,散装356,2018-03-10 12:32:56,2018-03-10 00:00:00,464.29,王逸涵,2018-05-24 17:28:04,彭川,王逸涵,,,,26,合格,151,214,,,,,2018-04-08 00:00:00,,潘洪,2018-05-03 17:15:40
南海站,042111800040,P·O42.5R,重庆小南海水泥厂,散装362,2018-03-11 15:08:19,2018-03-11 00:00:00,476.15,王逸涵,2018-05-24 17:28:05,彭川,王逸涵,,,,26,合格,171,201,,,,,2018-04-09 00:00:00,,潘洪,2018-05-03 17:15:58
南海站,042111800041,P·O42.5R,重庆小南海水泥厂,散装368,2018-03-12 19:44:38,2018-03-12 00:00:00,551.73,王逸涵,2018-05-24 17:28:08,彭川,王逸涵,,,,25,合格,140,198,29.1,49.7,5.8,6.7,2018-04-10 00:00:00,,潘洪,2018-05-03 17:16:32
南海站,042111800042,P·O42.5R,重庆小南海水泥厂,散装388,2018-03-15 11:26:20,2018-03-15 00:00:00,500.19,王逸涵,2018-05-24 17:28:10,彭川,王逸涵,,,,27,合格,141,207,28.2,49,5.4,7.5,2018-04-13 00:00:00,,潘洪,2018-05-03 17:16:50
南海站,042111800043,P·O42.5R,重庆小南海水泥厂,散装402,2018-03-17 08:13:17,2018-03-17 00:00:00,485.14,王逸涵,2018-05-24 17:28:11,彭川,王逸涵,,,,25,合格,166,222,,,,,2018-04-15 00:00:00,,潘洪,2018-05-03 17:17:11
南海站,042111800044,P·O42.5R,重庆小南海水泥厂,散装408,2018-03-18 07:18:59,2018-03-18 00:00:00,450.13,王逸涵,2018-05-24 17:28:12,彭川,王逸涵,,,,27,合格,137,223,,,,,2018-04-16 00:00:00,,潘洪,2018-05-03 17:17:31
南海站,042111800045,P·O42.5R,重庆小南海水泥厂,散装416,2018-03-19 17:06:08,2018-03-19 00:00:00,458.9,王逸涵,2018-05-24 17:28:14,彭川,王逸涵,,,,28,合格,162,226,,,,,2018-04-17 00:00:00,,潘洪,2018-05-03 17:17:51
南海站,042111800046,P·O42.5R,重庆小南海水泥厂,散装428,2018-03-20 18:00:15,2018-03-20 00:00:00,546.4,王逸涵,2018-05-24 17:28:16,彭川,王逸涵,,,,26,合格,157,218,,,,,2018-04-18 00:00:00,,潘洪,2018-05-03 17:18:08
南海站,042111800047,P·O42.5R,重庆小南海水泥厂,散装440,2018-03-22 12:00:17,2018-03-22 00:00:00,520.16,王逸涵,2018-05-24 17:28:18,彭川,王逸涵,,,,28,合格,151,202,,,,,2018-04-20 00:00:00,,潘洪,2018-05-03 17:18:27
南海站,042111800048,P·O42.5R,重庆小南海水泥厂,散装446,2018-03-23 13:08:07,2018-03-23 00:00:00,484.56,王逸涵,2018-05-24 17:28:27,彭川,王逸涵,,,,26,合格,159,203,,,,,2018-04-21 00:00:00,,潘洪,2018-05-03 17:18:46
南海站,042111800049,P·O42.5R,重庆小南海水泥厂,散装450,2018-03-24 14:48:48,2018-03-24 00:00:00,523.2,王逸涵,2018-05-24 17:28:31,彭川,王逸涵,,,,28,合格,152,216,,,,,2018-04-22 00:00:00,,潘洪,2018-05-03 17:19:15
南海站,042111800050, P·O42.5（低碱）,重庆骐健商贸有限公司,9B-7,2018-03-25 23:32:15,2018-03-25 00:00:00,525.87,王逸涵,2018-05-24 17:35:55,彭川,王逸涵,,,,26,合格,162,205,26.1,,5.3,,2018-04-23 00:00:00,,潘洪,2018-05-03 17:21:25
南海站,042111800051,P·O42.5R,重庆小南海水泥厂,散装470,2018-03-26 09:30:25,2018-03-26 00:00:00,479.25,王逸涵,2018-05-24 17:35:56,彭川,王逸涵,,,,25,合格,135,225,35.6,49.3,6,8.8,2018-04-24 00:00:00,,潘洪,2018-05-03 17:19:52
南海站,042111800052,P·O42.5R,重庆小南海水泥厂,散装480,2018-03-27 12:41:47,2018-03-27 00:00:00,506.9,王逸涵,2018-05-24 17:35:58,彭川,王逸涵,,,,26,合格,138,226,35.6,,6.1,,2018-04-25 00:00:00,,潘洪,2018-05-03 17:20:09
南海站,042111800053,P·O42.5R,重庆小南海水泥厂,散装486,2018-03-28 15:29:25,2018-03-28 00:00:00,502.21,王逸涵,2018-05-24 17:36:00,彭川,王逸涵,,,,28,合格,145,213,,,,,2018-04-26 00:00:00,,潘洪,2018-05-03 17:20:27
南海站,042111800054,P·O42.5R,重庆小南海水泥厂,散装504,2018-03-30 11:13:50,2018-03-30 00:00:00,479.75,王逸涵,2018-05-24 17:36:01,彭川,王逸涵,,,,25,合格,138,194,,,,,2018-04-28 00:00:00,,潘洪,2018-05-03 17:20:46
南海站,042111800055,P·O42.5R,重庆小南海水泥厂,散装516,2018-04-01 07:48:32,2018-04-01 00:00:00,501.64,王逸涵,2018-05-24 17:36:02,彭川,王逸涵,,,,28,合格,160,222,,,,,2018-04-30 00:00:00,,潘洪,2018-05-28 14:16:06
南海站,042111800056,P·O42.5R,重庆小南海水泥厂,散装524,2018-04-02 11:43:56,2018-04-02 00:00:00,473.57,王逸涵,2018-05-24 17:36:03,彭川,王逸涵,,,,26,合格,121,240,29.4,,5.5,,2018-05-01 00:00:00,,潘洪,2018-05-28 14:16:46
南海站,042111800057,P·O42.5R,重庆小南海水泥厂,散装530,2018-04-03 11:44:34,2018-04-03 00:00:00,502.5,王逸涵,2018-05-24 17:36:05,彭川,王逸涵,,,,27,合格,129,209,,,,,2018-05-02 00:00:00,,潘洪,2018-05-28 14:17:12
南海站,042111800058,P·O42.5R,重庆小南海水泥厂,散装538,2018-04-04 11:57:58,2018-04-04 00:00:00,500.53,王逸涵,2018-05-24 17:36:06,彭川,王逸涵,,,,25,合格,143,233,,,,,2018-05-03 00:00:00,,潘洪,2018-05-28 14:17:32
南海站,042111800059,P·O42.5R,重庆小南海水泥厂,散装560,2018-04-07 09:54:56,2018-04-07 00:00:00,512.29,王逸涵,2018-05-24 17:36:07,彭川,王逸涵,,,,27,合格,127,196,,,,,2018-05-06 00:00:00,,潘洪,2018-05-28 14:17:50
南海站,042111800060,P·O42.5R,重庆小南海水泥厂,散装566,2018-04-08 10:30:19,2018-04-08 00:00:00,511.62,王逸涵,2018-05-24 17:36:10,彭川,王逸涵,,,,26,合格,162,217,,,,,2018-05-07 00:00:00,,潘洪,2018-05-28 14:18:10
南海站,042111800061,P·O42.5R,重庆小南海水泥厂,散装574,2018-04-09 13:11:24,2018-04-09 00:00:00,459.04,王逸涵,2018-05-24 17:36:11,彭川,王逸涵,,,,26,合格,130,210,-1,48.5,5.1,7.6,2018-05-08 00:00:00,,潘洪,2018-05-28 14:18:33
南海站,042111800062,P·O42.5R,重庆小南海水泥厂,散装582,2018-04-10 13:14:00,2018-04-10 00:00:00,473.92,王逸涵,2018-05-24 17:36:13,彭川,王逸涵,,,,26,合格,125,208,,,,,2018-05-09 00:00:00,,潘洪,2018-05-28 14:18:56
南海站,042111800063,P·O42.5R,重庆小南海水泥厂,散装598,2018-04-12 07:48:57,2018-04-12 00:00:00,513.92,王逸涵,2018-05-24 17:36:14,彭川,王逸涵,,,,26,合格,123,215,,,,,2018-05-11 00:00:00,,潘洪,2018-05-28 14:19:12
南海站,042111800064,P·O42.5R,重庆小南海水泥厂,散装606,2018-04-13 09:02:33,2018-04-13 00:00:00,489.03,王逸涵,2018-05-24 17:36:16,彭川,王逸涵,,,,27,合格,139,199,,,,,2018-05-12 00:00:00,,潘洪,2018-05-28 14:19:41
南海站,042111800065,P·O42.5R,重庆小南海水泥厂,散装612,2018-04-14 07:45:20,2018-05-14 00:00:00,452.14,王逸涵,2018-05-24 17:36:18,彭川,王逸涵,,,,27,合格,168,203,,,,,,,潘洪,2018-05-28 14:27:07
南海站,042111800066, P·O42.5（低碱）,重庆骐健商贸有限公司,PB-P,2018-04-14 23:24:01,2018-04-14 00:00:00,486.01,王逸涵,2018-06-14 14:27:43,周斌,王逸涵,,,,28,合格,128,230,,,,,2018-05-13 00:00:00,,潘洪,2018-05-28 14:20:09
南海站,042111800067,P·O42.5R,重庆小南海水泥厂,散装626,2018-04-16 11:10:53,2018-04-16 00:00:00,480.13,王逸涵,2018-06-14 14:28:11,周斌,王逸涵,,,,26,合格,130,210,29.1,50.8,5.4,8.4,2018-05-15 00:00:00,,潘洪,2018-05-28 14:21:05
南海站,042111800068,P·O42.5R,重庆小南海水泥厂,散装632,2018-04-17 14:23:19,2018-04-17 00:00:00,478.93,王逸涵,2018-06-14 14:28:13,周斌,王逸涵,,,,26,合格,170,224,,,,,2018-05-16 00:00:00,,潘洪,2018-05-28 14:21:23
南海站,042111800069,P·O42.5R,重庆小南海水泥厂,散装640,2018-04-18 15:03:15,2018-04-18 00:00:00,518.24,王逸涵,2018-06-14 14:28:14,周斌,王逸涵,,,,25,合格,168,216,,,,,2018-05-17 00:00:00,,潘洪,2018-05-28 14:21:48
南海站,042111800070,P·O42.5R,重庆小南海水泥厂,散装648,2018-04-19 13:40:20,2018-04-19 00:00:00,452.35,王逸涵,2018-06-14 14:28:16,周斌,王逸涵,,,,28,合格,133,213,,,,,2018-05-18 00:00:00,,潘洪,2018-05-28 14:22:07
南海站,042111800071,P·O42.5R,重庆小南海水泥厂,散装658,2018-04-20 11:29:29,2018-04-20 00:00:00,493.1,王逸涵,2018-06-14 14:28:18,周斌,王逸涵,,,,25,合格,167,232,,,,,2018-05-19 00:00:00,,潘洪,2018-05-28 14:22:27
南海站,042111800072,P·O42.5R,重庆小南海水泥厂,散装664,2018-04-22 11:39:03,2018-04-22 00:00:00,491.85,王逸涵,2018-06-14 14:28:19,周斌,王逸涵,,,,27,合格,141,233,,,,,2018-05-21 00:00:00,,潘洪,2018-05-28 14:22:54
南海站,042111800073,P·O42.5R,重庆小南海水泥厂,散装684,2018-04-24 14:25:06,2018-04-24 00:00:00,455.09,王逸涵,2018-06-14 14:28:21,周斌,王逸涵,,,,25,合格,172,230,,,,,2018-05-23 00:00:00,,潘洪,2018-05-28 14:23:22
南海站,042111800074,P·O42.5R,重庆小南海水泥厂,散装690,2018-04-25 16:45:34,2018-04-25 00:00:00,485.11,王逸涵,2018-06-14 14:28:23,周斌,王逸涵,,,,28,合格,133,206,,,,,2018-05-24 00:00:00,,潘洪,2018-05-28 14:23:50
南海站,042111800075,P·O42.5R,重庆小南海水泥厂,散装708,2018-04-27 07:22:57,2018-04-27 00:00:00,470.37,王逸涵,2018-06-14 14:28:24,周斌,王逸涵,,,,26,合格,156,221,,,,,2018-05-26 00:00:00,,潘洪,2018-05-28 14:24:12
南海站,042111800076,P·O42.5R,重庆小南海水泥厂,散装720,2018-04-28 10:08:13,2018-04-28 00:00:00,505.31,王逸涵,2018-06-14 14:28:26,周斌,王逸涵,,,,25,合格,137,208,,,,,2018-05-27 00:00:00,,潘洪,2018-05-28 14:24:35
南海站,042111800077,P·O42.5R,重庆小南海水泥厂,散装726,2018-04-29 10:14:22,2018-04-29 00:00:00,485.1,王逸涵,2018-06-14 14:28:28,周斌,王逸涵,,,,25,合格,157,226,,,,,2018-05-28 00:00:00,,潘洪,2018-05-28 14:24:54
南海站,042111800078,P·O42.5R,重庆小南海水泥厂,散装736,2018-04-30 09:11:56,2018-04-30 00:00:00,452.57,王逸涵,2018-06-14 14:28:33,周斌,王逸涵,,,,26,合格,129,208,27,45.2,5.6,8.2,,,张梦笑,2018-05-31 11:39:16
南海站,042111800079,P·O42.5R,重庆小南海水泥厂,散装748,2018-05-01 07:14:56,2018-05-01 00:00:00,484.64,张梦笑,2018-06-14 14:28:35,周斌,王逸涵,,,,27,合格,150,191,,,,,,,张梦笑,2018-05-31 11:39:52
南海站,042111800080,,重庆小南海水泥厂,,2018-05-01 17:30:40,,457.37,王逸涵,2018-06-14 14:28:37,周斌,王逸涵,,,,,,,,,,,,,,,
南海站,042111800081,,重庆小南海水泥厂,,2018-05-03 07:43:21,,502.7,王逸涵,2018-06-14 14:28:38,周斌,王逸涵,,,,,,,,,,,,,,,
南海站,042111800082,,重庆小南海水泥厂,,2018-05-03 16:31:13,,535.66,王逸涵,2018-06-14 14:28:40,周斌,王逸涵,,,,,,,,,,,,,,,
南海站,042111800083,,重庆小南海水泥厂,,2018-05-04 14:40:02,,493.84,王逸涵,2018-06-14 14:28:42,周斌,王逸涵,,,,,,,,,,,,,,,
南海站,042111800084,,重庆小南海水泥厂,,2018-05-06 09:50:37,,497.01,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800085,,重庆小南海水泥厂,,2018-05-07 14:49:02,,523.24,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800086,P·O42.5R,重庆小南海水泥厂,/,2018-05-08 12:25:08,2018-05-08 00:00:00,493.92,王逸涵,,,,,,,26,合格,120,210,32.9,51.9,6.5,7.5,,,周斌,2018-06-05 22:39:13
南海站,042111800087,,重庆小南海水泥厂,,2018-05-09 10:20:42,,456.78,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800088,,重庆小南海水泥厂,,2018-05-10 13:23:35,,519.26,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800089,,重庆小南海水泥厂,,2018-05-11 14:07:39,,488.2,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800090,,重庆小南海水泥厂,,2018-05-12 12:36:54,,457.28,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800091,P·O42.5R,重庆小南海水泥厂,散装848,2018-05-13 12:32:05,2018-05-15 00:00:00,451.43,王逸涵,,,,,,,26,合格,141,213,32,42.9,5.6,6.8,,,张梦笑,2018-06-13 00:36:43
南海站,042111800092,,重庆小南海水泥厂,,2018-05-13 20:27:47,,487.36,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800093,,重庆小南海水泥厂,,2018-05-14 16:43:25,,479,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800094,,重庆小南海水泥厂,,2018-05-16 06:56:17,,502.16,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800095,,重庆小南海水泥厂,,2018-05-17 09:23:51,,507.04,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800096,,重庆小南海水泥厂,,2018-05-19 10:50:49,,472.66,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800097,P·O42.5R,重庆小南海水泥厂,散装906,2018-05-21 07:16:01,2018-05-25 00:00:00,458.9,王逸涵,,,,,,,27,合格,134,230,31.7,40.3,6.7,8.8,,,蒋贵川,2018-06-19 19:10:09
南海站,042111800098,,重庆小南海水泥厂,,2018-05-22 11:04:08,,510,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800099,,重庆小南海水泥厂,,2018-05-24 09:22:52,,460.32,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800100,,重庆小南海水泥厂,,2018-05-24 15:25:32,,450.88,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800101,,重庆小南海水泥厂,,2018-05-25 20:48:52,,492.09,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800102,,重庆小南海水泥厂,,2018-05-27 10:08:35,,484.88,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800103,,重庆小南海水泥厂,,2018-05-27 18:34:53,,515.01,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800104,P·O42.5R,重庆小南海水泥厂,散装958,2018-05-28 19:52:27,2018-05-28 00:00:00,458.41,王逸涵,,,,,,,27,合格,166,214,28.6,,6.1,,,,张梦笑,2018-06-01 17:54:51
南海站,042111800105,,重庆小南海水泥厂,,2018-05-29 15:06:40,,525.09,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800106,,重庆小南海水泥厂,,2018-05-30 14:25:51,,467.29,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800107,,重庆小南海水泥厂,,2018-06-01 07:53:27,,476.23,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800108,,重庆小南海水泥厂,,2018-06-02 11:57:47,,462.88,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800109,,重庆小南海水泥厂,,2018-06-03 10:24:39,,486.65,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800110,P·O42.5R,重庆小南海水泥厂,散装1020,2018-06-04 06:53:38,2018-06-08 00:00:00,484.36,张梦笑,,,,,,,25,合格,135,233,31.1,,5.2,,,,陈何欢,2018-06-08 19:43:48
南海站,042111800111,,重庆小南海水泥厂,,2018-06-05 07:43:31,,474.91,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800112,,重庆小南海水泥厂,,2018-06-05 21:49:01,,481.51,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800113,,重庆小南海水泥厂,,2018-06-07 07:31:40,,501.44,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800114,,重庆小南海水泥厂,,2018-06-07 17:48:07,,485.42,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800115,,重庆小南海水泥厂,,2018-06-09 08:53:16,,469.12,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800116,,重庆小南海水泥厂,,2018-06-10 14:08:52,,466.4,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800117,P·O42.5R,重庆小南海水泥厂,/,2018-06-11 16:10:22,2018-06-12 00:00:00,458.87,王逸涵,,,,,,,25,合格,142,200,31.8,,5.1,,,,周斌,2018-06-15 15:29:10
南海站,042111800118,,重庆小南海水泥厂,,2018-06-13 15:42:08,,466.59,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800119,,重庆小南海水泥厂,,2018-06-15 13:40:09,,500.98,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800120,,重庆小南海水泥厂,,2018-06-16 11:42:07,,463.18,张梦笑,,,,,,,,,,,,,,,,,,
南海站,042111800121,,重庆小南海水泥厂,,2018-06-17 09:32:40,,460.8,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800122,,重庆小南海水泥厂,,2018-06-18 09:17:26,,462.74,王逸涵,,,,,,,,,,,,,,,,,,
南海站,042111800123,P·O42.5R,重庆小南海水泥厂,/,2018-06-18 17:13:08,2018-06-19 00:00:00,519.5,王逸涵,,,,,,,26,合格,136,214,,,,,,,蒋贵川,2018-06-21 09:35:34
